Test Run for Data taking:
Trial, Device, Channel, Tile, IMON, RMON, VCOMP
45, 0, 9, 20, 0.360, 1.394, 0.004

 
45, 0, 10, 22, 0.380, 1.375, 0.004

 
45, 0, 11, 24, 0.300, 1.397, 0.004

 
45, 0, 12, 26, 0.400, 1.376, 0.004

 
45, 0, 13, 28, 0.320, 1.394, 0.004

 
45, 0, 14, 30, 0.350, 1.379, 0.004

 
45, 0, 15, 32, 4.350, 1.348, 0.004

 
45, 1, 0, 1, 0.430, 1.369, 0.004

 
45, 1, 1, 3, 0.080, 1.378, 0.004

 
45, 1, 2, 5, 0.430, 1.368, 0.004

 
45, 1, 3, 7, 0.410, 1.367, 0.004

 
45, 1, 4, 9, 0.430, 1.371, 0.004

 
45, 1, 5, 11, 0.450, 1.374, 0.004

 
45, 1, 6, 13, 0.420, 1.363, 0.004

 
45, 1, 7, 15, 0.400, 1.374, 0.004

 
45, 1, 8, 17, 0.470, 1.379, 0.004

 
45, 1, 9, 19, 0.270, 1.367, 0.004

 
45, 1, 10, 21, 0.190, 1.372, 0.004

 
45, 1, 11, 23, 0.260, 1.371, 0.004

 
45, 1, 12, 25, 0.220, 1.376, 0.004

 
45, 1, 13, 27, 0.270, 1.361, 0.004

 
45, 1, 14, 29, 0.290, 1.371, 0.004

 
45, 1, 15, 31, 0.310, 1.368, 0.004

 
46, 0, 0, 2, 0.350, 1.395, 0.004

 
46, 0, 1, 4, 0.390, 1.399, 0.004

 
46, 0, 2, 6, 0.350, 1.394, 0.004

 
46, 0, 3, 8, 0.450, 1.389, 0.004

 
46, 0, 4, 10, 0.370, 1.376, 0.004

 
46, 0, 5, 12, 0.410, 1.392, 0.004

 
46, 0, 6, 14, 0.350, 1.396, 0.004

 
46, 0, 7, 16, 0.400, 1.394, 0.004

 
46, 0, 8, 18, 0.380, 1.393, 0.004

 
46, 0, 9, 20, 0.350, 1.384, 0.004

 
46, 0, 10, 22, 0.380, 1.381, 0.004

 
46, 0, 11, 24, 0.310, 1.396, 0.004

 
46, 0, 12, 26, 0.400, 1.378, 0.004

 
46, 0, 13, 28, 0.330, 1.394, 0.004

 
46, 0, 14, 30, 0.360, 1.381, 0.004

 
46, 0, 15, 32, 4.300, 1.359, 0.004

 
46, 1, 0, 1, 0.430, 1.379, 0.004

 
46, 1, 1, 3, 0.100, 1.376, 0.004

 
46, 1, 2, 5, 0.430, 1.365, 0.004

 
46, 1, 3, 7, 0.410, 1.358, 0.004

 
46, 1, 4, 9, 0.420, 1.375, 0.004

 
46, 1, 5, 11, 0.450, 1.384, 0.004

 
46, 1, 6, 13, 0.410, 1.381, 0.004

 
46, 1, 7, 15, 0.400, 1.382, 0.004

 
46, 1, 8, 17, 0.430, 1.383, 0.004

 
46, 1, 9, 19, 0.250, 1.361, 0.004

 
46, 1, 10, 21, 0.200, 1.369, 0.004

 
46, 1, 11, 23, 0.260, 1.376, 0.004

 
46, 1, 12, 25, 0.230, 1.378, 0.004

 
46, 1, 13, 27, 0.270, 1.364, 0.004

 
46, 1, 14, 29, 0.290, 1.377, 0.004

 
46, 1, 15, 31, 0.310, 1.370, 0.004

 
47, 0, 0, 2, 0.350, 1.384, 0.004

 
47, 0, 1, 4, 0.380, 1.368, 0.004

 
47, 0, 2, 6, 0.360, 1.383, 0.004

 
47, 0, 3, 8, 0.450, 1.377, 0.004

 
47, 0, 4, 10, 0.360, 1.382, 0.004

 
47, 0, 5, 12, 0.420, 1.390, 0.004

 
47, 0, 6, 14, 0.360, 1.392, 0.004

 
47, 0, 7, 16, 0.400, 1.386, 0.004

 
47, 0, 8, 18, 0.380, 1.395, 0.004

 
47, 0, 9, 20, 0.350, 1.394, 0.004

 
47, 0, 10, 22, 0.380, 1.382, 0.004

 
47, 0, 11, 24, 0.310, 1.394, 0.004

 
47, 0, 12, 26, 0.400, 1.385, 0.004

 
47, 0, 13, 28, 0.330, 1.385, 0.004

 
47, 0, 14, 30, 0.350, 1.392, 0.004

 
47, 0, 15, 32, 4.300, 1.339, 0.004

 
47, 1, 0, 1, 0.430, 1.361, 0.004

 
47, 1, 1, 3, 0.120, 1.378, 0.004

 
47, 1, 2, 5, 0.440, 1.381, 0.004

 
47, 1, 3, 7, 0.410, 1.360, 0.004

 
47, 1, 4, 9, 0.430, 1.386, 0.004

 
47, 1, 5, 11, 0.450, 1.375, 0.004

 
47, 1, 6, 13, 0.420, 1.375, 0.004

 
47, 1, 7, 15, 0.400, 1.391, 0.004

 
47, 1, 8, 17, 0.440, 1.371, 0.004

 
47, 1, 9, 19, 0.240, 1.366, 0.004

 
47, 1, 10, 21, 0.200, 1.365, 0.004

 
47, 1, 11, 23, 0.270, 1.369, 0.004

 
47, 1, 12, 25, 0.230, 1.367, 0.004

 
47, 1, 13, 27, 0.270, 1.369, 0.004

 
47, 1, 14, 29, 0.290, 1.372, 0.004

 
47, 1, 15, 31, 0.310, 1.366, 0.004

 
48, 0, 0, 2, 0.360, 1.389, 0.004

 
48, 0, 1, 4, 0.380, 1.381, 0.004

 
48, 0, 2, 6, 0.350, 1.381, 0.004

 
48, 0, 3, 8, 0.450, 1.384, 0.004

 
48, 0, 4, 10, 0.360, 1.378, 0.004

 
48, 0, 5, 12, 0.410, 1.387, 0.004

 
48, 0, 6, 14, 0.350, 1.388, 0.004

 
48, 0, 7, 16, 0.410, 1.380, 0.004

 
48, 0, 8, 18, 0.380, 1.394, 0.004

 
48, 0, 9, 20, 0.350, 1.392, 0.004

 
48, 0, 10, 22, 0.370, 1.381, 0.004

 
48, 0, 11, 24, 0.310, 1.396, 0.004

 
48, 0, 12, 26, 0.400, 1.374, 0.004

 
48, 0, 13, 28, 0.330, 1.388, 0.004

 
48, 0, 14, 30, 0.350, 1.388, 0.004

 
48, 0, 15, 32, 4.320, 1.341, 0.004

 
48, 1, 0, 1, 0.440, 1.373, 0.004

 
48, 1, 1, 3, 0.170, 1.374, 0.004

 
48, 1, 2, 5, 0.440, 1.374, 0.004

 
48, 1, 3, 7, 0.400, 1.356, 0.004

 
48, 1, 4, 9, 0.430, 1.370, 0.004

 
48, 1, 5, 11, 0.450, 1.367, 0.004

 
48, 1, 6, 13, 0.410, 1.365, 0.004

 
48, 1, 7, 15, 0.400, 1.376, 0.004

 
48, 1, 8, 17, 0.440, 1.364, 0.004

 
48, 1, 9, 19, 0.230, 1.362, 0.004

 
48, 1, 10, 21, 0.210, 1.367, 0.004

 
48, 1, 11, 23, 0.260, 1.372, 0.004

 
48, 1, 12, 25, 0.240, 1.372, 0.004

 
48, 1, 13, 27, 0.270, 1.372, 0.004

 
48, 1, 14, 29, 0.300, 1.371, 0.004

 
48, 1, 15, 31, 0.310, 1.365, 0.004

 
49, 0, 0, 2, 0.350, 1.382, 0.004

 
49, 0, 1, 4, 0.380, 1.387, 0.004

 
49, 0, 2, 6, 0.360, 1.394, 0.004

 
49, 0, 3, 8, 0.440, 1.372, 0.004

 
49, 0, 4, 10, 0.360, 1.384, 0.004

 
49, 0, 5, 12, 0.420, 1.373, 0.004

 
49, 0, 6, 14, 0.350, 1.390, 0.004

 
49, 0, 7, 16, 0.400, 1.381, 0.004

 
49, 0, 8, 18, 0.380, 1.386, 0.004

 
49, 0, 9, 20, 0.350, 1.387, 0.004

 
49, 0, 10, 22, 0.380, 1.387, 0.004

 
49, 0, 11, 24, 0.300, 1.401, 0.004

 
49, 0, 12, 26, 0.400, 1.377, 0.004

 
49, 0, 13, 28, 0.330, 1.388, 0.004

 
49, 0, 14, 30, 0.350, 1.391, 0.004

 
49, 0, 15, 32, 4.280, 1.324, 0.004

 
49, 1, 0, 1, 0.430, 1.370, 0.004

 
49, 1, 1, 3, 0.140, 1.377, 0.004

 
49, 1, 2, 5, 0.430, 1.374, 0.004

 
49, 1, 3, 7, 0.410, 1.355, 0.004

 
49, 1, 4, 9, 0.430, 1.376, 0.004

 
49, 1, 5, 11, 0.450, 1.362, 0.004

 
49, 1, 6, 13, 0.410, 1.371, 0.004

 
49, 1, 7, 15, 0.390, 1.379, 0.004

 
49, 1, 8, 17, 0.440, 1.377, 0.004

 
49, 1, 9, 19, 0.210, 1.357, 0.004

 
49, 1, 10, 21, 0.200, 1.373, 0.004

 
49, 1, 11, 23, 0.260, 1.366, 0.004

 
49, 1, 12, 25, 0.260, 1.377, 0.004

 
49, 1, 13, 27, 0.280, 1.358, 0.004

 
49, 1, 14, 29, 0.290, 1.376, 0.004

 
49, 1, 15, 31, 0.310, 1.363, 0.004

 
