Test Run for Data taking:
Trial, Device, Channel, Tile, IMON, RMON, VCOMP
15, 0, 7, 16, 0.390, 1.391, 0.004

 
15, 0, 8, 18, 0.380, 1.391, 0.004

 
15, 0, 9, 20, 0.350, 1.386, 0.004

 
15, 0, 10, 22, 0.380, 1.377, 0.004

 
15, 0, 11, 24, 0.300, 1.397, 0.004

 
15, 0, 12, 26, 0.400, 1.382, 0.004

 
15, 0, 13, 28, 0.320, 1.383, 0.004

 
15, 0, 14, 30, 0.340, 1.391, 0.004

 
15, 0, 15, 32, 4.290, 1.311, 0.004

 
15, 1, 0, 1, 0.430, 1.373, 0.004

 
15, 1, 1, 3, 0.110, 1.373, 0.004

 
15, 1, 2, 5, 0.430, 1.346, 0.004

 
15, 1, 3, 7, 0.400, 1.361, 0.004

 
15, 1, 4, 9, 0.410, 1.376, 0.004

 
15, 1, 5, 11, 0.460, 1.371, 0.004

 
15, 1, 6, 13, 0.400, 1.378, 0.004

 
15, 1, 7, 15, 0.390, 1.367, 0.004

 
15, 1, 8, 17, 0.440, 1.371, 0.004

 
15, 1, 9, 19, 0.330, 1.361, 0.004

 
15, 1, 10, 21, 0.170, 1.369, 0.004

 
15, 1, 11, 23, 0.250, 1.370, 0.004

 
15, 1, 12, 25, 0.370, 1.375, 0.004

 
15, 1, 13, 27, 0.270, 1.373, 0.004

 
15, 1, 14, 29, 0.290, 1.379, 0.004

 
15, 1, 15, 31, 0.310, 1.366, 0.004

 
16, 0, 0, 2, 0.340, 1.390, 0.004

 
16, 0, 1, 4, 0.380, 1.379, 0.004

 
16, 0, 2, 6, 0.350, 1.378, 0.004

 
16, 0, 3, 8, 0.450, 1.383, 0.004

 
16, 0, 4, 10, 0.360, 1.380, 0.004

 
16, 0, 5, 12, 0.410, 1.392, 0.004

 
16, 0, 6, 14, 0.350, 1.384, 0.004

 
16, 0, 7, 16, 0.390, 1.376, 0.004

 
16, 0, 8, 18, 0.380, 1.398, 0.004

 
16, 0, 9, 20, 0.350, 1.393, 0.004

 
16, 0, 10, 22, 0.380, 1.377, 0.004

 
16, 0, 11, 24, 0.300, 1.395, 0.004

 
16, 0, 12, 26, 0.400, 1.377, 0.004

 
16, 0, 13, 28, 0.320, 1.385, 0.004

 
16, 0, 14, 30, 0.340, 1.399, 0.004

 
16, 0, 15, 32, 4.270, 1.351, 0.004

 
16, 1, 0, 1, 0.420, 1.378, 0.004

 
16, 1, 1, 3, 0.130, 1.376, 0.004

 
16, 1, 2, 5, 0.430, 1.365, 0.004

 
16, 1, 3, 7, 0.400, 1.364, 0.004

 
16, 1, 4, 9, 0.420, 1.382, 0.004

 
16, 1, 5, 11, 0.450, 1.375, 0.004

 
16, 1, 6, 13, 0.410, 1.383, 0.004

 
16, 1, 7, 15, 0.400, 1.372, 0.004

 
16, 1, 8, 17, 0.440, 1.372, 0.004

 
16, 1, 9, 19, 0.330, 1.361, 0.004

 
16, 1, 10, 21, 0.170, 1.373, 0.004

 
16, 1, 11, 23, 0.250, 1.376, 0.004

 
16, 1, 12, 25, 0.350, 1.382, 0.004

 
16, 1, 13, 27, 0.270, 1.380, 0.004

 
16, 1, 14, 29, 0.300, 1.385, 0.004

 
16, 1, 15, 31, 0.310, 1.369, 0.004

 
17, 0, 0, 2, 0.350, 1.391, 0.004

 
17, 0, 1, 4, 0.390, 1.397, 0.004

 
17, 0, 2, 6, 0.350, 1.384, 0.004

 
17, 0, 3, 8, 0.450, 1.381, 0.004

 
17, 0, 4, 10, 0.360, 1.387, 0.004

 
17, 0, 5, 12, 0.410, 1.375, 0.004

 
17, 0, 6, 14, 0.350, 1.386, 0.004

 
17, 0, 7, 16, 0.390, 1.385, 0.004

 
17, 0, 8, 18, 0.380, 1.388, 0.004

 
17, 0, 9, 20, 0.350, 1.390, 0.004

 
17, 0, 10, 22, 0.380, 1.388, 0.004

 
17, 0, 11, 24, 0.300, 1.397, 0.004

 
17, 0, 12, 26, 0.400, 1.379, 0.004

 
17, 0, 13, 28, 0.320, 1.387, 0.004

 
17, 0, 14, 30, 0.340, 1.395, 0.004

 
17, 0, 15, 32, 4.300, 1.300, 0.004

 
17, 1, 0, 1, 0.430, 1.357, 0.004

 
17, 1, 1, 3, 0.090, 1.380, 0.004

 
17, 1, 2, 5, 0.430, 1.369, 0.004

 
17, 1, 3, 7, 0.400, 1.378, 0.004

 
17, 1, 4, 9, 0.430, 1.391, 0.004

 
17, 1, 5, 11, 0.440, 1.372, 0.004

 
17, 1, 6, 13, 0.410, 1.359, 0.004

 
17, 1, 7, 15, 0.400, 1.375, 0.004

 
17, 1, 8, 17, 0.440, 1.373, 0.004

 
17, 1, 9, 19, 0.310, 1.358, 0.004

 
17, 1, 10, 21, 0.170, 1.370, 0.004

 
17, 1, 11, 23, 0.260, 1.363, 0.004

 
17, 1, 12, 25, 0.360, 1.374, 0.004

 
17, 1, 13, 27, 0.270, 1.359, 0.004

 
17, 1, 14, 29, 0.290, 1.374, 0.004

 
17, 1, 15, 31, 0.310, 1.374, 0.004

 
18, 0, 0, 2, 0.350, 1.389, 0.004

 
18, 0, 1, 4, 0.390, 1.394, 0.004

 
18, 0, 2, 6, 0.350, 1.395, 0.004

 
18, 0, 3, 8, 0.450, 1.380, 0.004

 
18, 0, 4, 10, 0.360, 1.387, 0.004

 
18, 0, 5, 12, 0.410, 1.383, 0.004

 
18, 0, 6, 14, 0.350, 1.379, 0.004

 
18, 0, 7, 16, 0.390, 1.380, 0.004

 
18, 0, 8, 18, 0.370, 1.383, 0.004

 
18, 0, 9, 20, 0.350, 1.386, 0.004

 
18, 0, 10, 22, 0.390, 1.378, 0.004

 
18, 0, 11, 24, 0.300, 1.390, 0.004

 
18, 0, 12, 26, 0.400, 1.381, 0.004

 
18, 0, 13, 28, 0.320, 1.387, 0.004

 
18, 0, 14, 30, 0.350, 1.390, 0.004

 
18, 0, 15, 32, 4.300, 1.359, 0.004

 
18, 1, 0, 1, 0.430, 1.383, 0.004

 
18, 1, 1, 3, 0.130, 1.374, 0.004

 
18, 1, 2, 5, 0.430, 1.371, 0.004

 
18, 1, 3, 7, 0.400, 1.364, 0.004

 
18, 1, 4, 9, 0.430, 1.372, 0.004

 
18, 1, 5, 11, 0.450, 1.372, 0.004

 
18, 1, 6, 13, 0.410, 1.375, 0.004

 
18, 1, 7, 15, 0.400, 1.373, 0.004

 
18, 1, 8, 17, 0.450, 1.370, 0.004

 
18, 1, 9, 19, 0.290, 1.369, 0.004

 
18, 1, 10, 21, 0.180, 1.362, 0.004

 
18, 1, 11, 23, 0.260, 1.374, 0.004

 
18, 1, 12, 25, 0.350, 1.369, 0.004

 
18, 1, 13, 27, 0.270, 1.378, 0.004

 
18, 1, 14, 29, 0.290, 1.368, 0.004

 
18, 1, 15, 31, 0.310, 1.366, 0.004

 
19, 0, 0, 2, 0.340, 1.390, 0.004

 
19, 0, 1, 4, 0.380, 1.387, 0.004

 
19, 0, 2, 6, 0.350, 1.383, 0.004

 
19, 0, 3, 8, 0.450, 1.395, 0.004

 
19, 0, 4, 10, 0.360, 1.367, 0.004

 
19, 0, 5, 12, 0.420, 1.384, 0.004

 
19, 0, 6, 14, 0.350, 1.382, 0.004

 
19, 0, 7, 16, 0.390, 1.386, 0.004

 
19, 0, 8, 18, 0.380, 1.391, 0.004

 
19, 0, 9, 20, 0.360, 1.389, 0.004

 
19, 0, 10, 22, 0.380, 1.385, 0.004

 
19, 0, 11, 24, 0.310, 1.398, 0.004

 
19, 0, 12, 26, 0.400, 1.370, 0.004

 
19, 0, 13, 28, 0.320, 1.392, 0.004

 
19, 0, 14, 30, 0.340, 1.399, 0.004

 
19, 0, 15, 32, 4.300, 1.307, 0.004

 
19, 1, 0, 1, 0.430, 1.372, 0.004

 
19, 1, 1, 3, 0.070, 1.378, 0.004

 
19, 1, 2, 5, 0.440, 1.374, 0.004

 
19, 1, 3, 7, 0.400, 1.352, 0.004

 
19, 1, 4, 9, 0.420, 1.377, 0.004

 
19, 1, 5, 11, 0.450, 1.377, 0.004

 
19, 1, 6, 13, 0.410, 1.370, 0.004

 
19, 1, 7, 15, 0.390, 1.379, 0.004

 
19, 1, 8, 17, 0.430, 1.373, 0.004

 
19, 1, 9, 19, 0.320, 1.356, 0.004

 
19, 1, 10, 21, 0.180, 1.367, 0.004

 
19, 1, 11, 23, 0.250, 1.374, 0.004

 
19, 1, 12, 25, 0.350, 1.366, 0.004

 
19, 1, 13, 27, 0.270, 1.370, 0.004

 
19, 1, 14, 29, 0.290, 1.378, 0.004

 
19, 1, 15, 31, 0.310, 1.361, 0.004

 
20, 0, 0, 2, 0.350, 1.386, 0.004

 
20, 0, 1, 4, 0.390, 1.385, 0.004

 
20, 0, 2, 6, 0.350, 1.397, 0.004

 
20, 0, 3, 8, 0.450, 1.397, 0.004

 
20, 0, 4, 10, 0.360, 1.380, 0.004

 
20, 0, 5, 12, 0.410, 1.382, 0.004

 
20, 0, 6, 14, 0.350, 1.375, 0.004

 
20, 0, 7, 16, 0.400, 1.383, 0.004

 
20, 0, 8, 18, 0.370, 1.392, 0.004

 
20, 0, 9, 20, 0.350, 1.389, 0.004

 
20, 0, 10, 22, 0.380, 1.387, 0.004

 
20, 0, 11, 24, 0.300, 1.393, 0.004

 
20, 0, 12, 26, 0.400, 1.375, 0.004

 
20, 0, 13, 28, 0.320, 1.387, 0.004

 
20, 0, 14, 30, 0.340, 1.397, 0.004

 
20, 0, 15, 32, 4.280, 1.369, 0.004

 
20, 1, 0, 1, 0.420, 1.374, 0.004

 
20, 1, 1, 3, 0.100, 1.380, 0.004

 
20, 1, 2, 5, 0.430, 1.368, 0.004

 
20, 1, 3, 7, 0.410, 1.358, 0.004

 
20, 1, 4, 9, 0.430, 1.372, 0.004

 
20, 1, 5, 11, 0.460, 1.363, 0.004

 
20, 1, 6, 13, 0.410, 1.374, 0.004

 
20, 1, 7, 15, 0.400, 1.376, 0.004

 
20, 1, 8, 17, 0.430, 1.372, 0.004

 
20, 1, 9, 19, 0.290, 1.360, 0.004

 
20, 1, 10, 21, 0.180, 1.371, 0.004

 
20, 1, 11, 23, 0.250, 1.370, 0.004

 
20, 1, 12, 25, 0.330, 1.368, 0.004

 
20, 1, 13, 27, 0.270, 1.370, 0.004

 
20, 1, 14, 29, 0.290, 1.379, 0.004

 
20, 1, 15, 31, 0.310, 1.364, 0.004

 
21, 0, 0, 2, 0.340, 1.377, 0.004

 
21, 0, 1, 4, 0.380, 1.393, 0.004

 
21, 0, 2, 6, 0.350, 1.382, 0.004

 
21, 0, 3, 8, 0.450, 1.374, 0.004

 
21, 0, 4, 10, 0.350, 1.377, 0.004

 
21, 0, 5, 12, 0.410, 1.389, 0.004

 
21, 0, 6, 14, 0.340, 1.387, 0.004

 
21, 0, 7, 16, 0.390, 1.387, 0.004

 
21, 0, 8, 18, 0.380, 1.398, 0.004

 
21, 0, 9, 20, 0.350, 1.389, 0.004

 
21, 0, 10, 22, 0.380, 1.373, 0.004

 
21, 0, 11, 24, 0.300, 1.392, 0.004

 
21, 0, 12, 26, 0.400, 1.371, 0.004

 
21, 0, 13, 28, 0.320, 1.397, 0.004

 
21, 0, 14, 30, 0.340, 1.389, 0.004

 
21, 0, 15, 32, 4.290, 1.347, 0.004

 
21, 1, 0, 1, 0.430, 1.365, 0.004

 
21, 1, 1, 3, 0.140, 1.374, 0.004

 
21, 1, 2, 5, 0.430, 1.376, 0.004

 
21, 1, 3, 7, 0.410, 1.357, 0.004

 
21, 1, 4, 9, 0.420, 1.375, 0.004

 
21, 1, 5, 11, 0.450, 1.379, 0.004

 
21, 1, 6, 13, 0.410, 1.374, 0.004

 
21, 1, 7, 15, 0.390, 1.382, 0.004

 
21, 1, 8, 17, 0.470, 1.379, 0.004

 
21, 1, 9, 19, 0.320, 1.359, 0.004

 
21, 1, 10, 21, 0.180, 1.361, 0.004

 
21, 1, 11, 23, 0.260, 1.367, 0.004

 
21, 1, 12, 25, 0.320, 1.371, 0.004

 
21, 1, 13, 27, 0.270, 1.373, 0.004

 
21, 1, 14, 29, 0.290, 1.362, 0.004

 
21, 1, 15, 31, 0.310, 1.369, 0.004

 
22, 0, 0, 2, 0.350, 1.381, 0.004

 
22, 0, 1, 4, 0.380, 1.367, 0.004

 
22, 0, 2, 6, 0.360, 1.381, 0.004

 
22, 0, 3, 8, 0.440, 1.393, 0.004

 
22, 0, 4, 10, 0.360, 1.391, 0.004

 
22, 0, 5, 12, 0.410, 1.377, 0.004

 
22, 0, 6, 14, 0.350, 1.384, 0.004

 
22, 0, 7, 16, 0.400, 1.376, 0.004

 
22, 0, 8, 18, 0.380, 1.390, 0.004

 
22, 0, 9, 20, 0.350, 1.387, 0.004

 
22, 0, 10, 22, 0.380, 1.384, 0.004

 
22, 0, 11, 24, 0.300, 1.393, 0.004

 
22, 0, 12, 26, 0.400, 1.363, 0.004

 
22, 0, 13, 28, 0.330, 1.387, 0.004

 
22, 0, 14, 30, 0.340, 1.393, 0.004

 
22, 0, 15, 32, 4.280, 1.336, 0.004

 
22, 1, 0, 1, 0.430, 1.375, 0.004

 
22, 1, 1, 3, 0.120, 1.373, 0.004

 
22, 1, 2, 5, 0.430, 1.355, 0.004

 
22, 1, 3, 7, 0.400, 1.360, 0.004

 
22, 1, 4, 9, 0.420, 1.369, 0.004

 
22, 1, 5, 11, 0.450, 1.365, 0.004

 
22, 1, 6, 13, 0.420, 1.375, 0.004

 
22, 1, 7, 15, 0.390, 1.386, 0.004

 
22, 1, 8, 17, 0.430, 1.374, 0.004

 
22, 1, 9, 19, 0.330, 1.354, 0.004

 
22, 1, 10, 21, 0.190, 1.369, 0.004

 
22, 1, 11, 23, 0.260, 1.373, 0.004

 
22, 1, 12, 25, 0.320, 1.377, 0.004

 
22, 1, 13, 27, 0.270, 1.360, 0.004

 
22, 1, 14, 29, 0.300, 1.373, 0.004

 
22, 1, 15, 31, 0.310, 1.367, 0.004

 
23, 0, 0, 2, 0.350, 1.398, 0.004

 
23, 0, 1, 4, 0.380, 1.387, 0.004

 
23, 0, 2, 6, 0.360, 1.391, 0.004

 
23, 0, 3, 8, 0.440, 1.394, 0.004

 
23, 0, 4, 10, 0.360, 1.390, 0.004

 
23, 0, 5, 12, 0.410, 1.385, 0.004

 
23, 0, 6, 14, 0.350, 1.388, 0.004

 
23, 0, 7, 16, 0.390, 1.394, 0.004

 
23, 0, 8, 18, 0.380, 1.385, 0.004

 
23, 0, 9, 20, 0.360, 1.395, 0.004

 
23, 0, 10, 22, 0.380, 1.379, 0.004

 
23, 0, 11, 24, 0.300, 1.398, 0.004

 
23, 0, 12, 26, 0.400, 1.382, 0.004

 
23, 0, 13, 28, 0.320, 1.393, 0.004

 
23, 0, 14, 30, 0.340, 1.387, 0.004

 
23, 0, 15, 32, 4.310, 1.338, 0.004

 
23, 1, 0, 1, 0.420, 1.372, 0.004

 
23, 1, 1, 3, 0.110, 1.385, 0.004

 
23, 1, 2, 5, 0.430, 1.364, 0.004

 
23, 1, 3, 7, 0.400, 1.350, 0.004

 
23, 1, 4, 9, 0.420, 1.386, 0.004

 
23, 1, 5, 11, 0.450, 1.378, 0.004

 
23, 1, 6, 13, 0.420, 1.369, 0.004

 
23, 1, 7, 15, 0.390, 1.373, 0.004

 
23, 1, 8, 17, 0.440, 1.375, 0.004

 
23, 1, 9, 19, 0.310, 1.367, 0.004

 
23, 1, 10, 21, 0.190, 1.367, 0.004

 
23, 1, 11, 23, 0.260, 1.372, 0.004

 
23, 1, 12, 25, 0.330, 1.375, 0.004

 
23, 1, 13, 27, 0.270, 1.380, 0.004

 
23, 1, 14, 29, 0.290, 1.376, 0.004

 
23, 1, 15, 31, 0.310, 1.369, 0.004

 
24, 0, 0, 2, 0.340, 1.384, 0.004

 
24, 0, 1, 4, 0.380, 1.378, 0.004

 
24, 0, 2, 6, 0.350, 1.388, 0.004

 
24, 0, 3, 8, 0.450, 1.381, 0.004

 
24, 0, 4, 10, 0.360, 1.376, 0.004

 
24, 0, 5, 12, 0.410, 1.383, 0.004

 
24, 0, 6, 14, 0.340, 1.385, 0.004

 
24, 0, 7, 16, 0.400, 1.385, 0.004

 
24, 0, 8, 18, 0.380, 1.392, 0.004

 
24, 0, 9, 20, 0.350, 1.382, 0.004

 
24, 0, 10, 22, 0.380, 1.382, 0.004

 
24, 0, 11, 24, 0.300, 1.399, 0.004

 
24, 0, 12, 26, 0.400, 1.385, 0.004

 
24, 0, 13, 28, 0.320, 1.391, 0.004

 
24, 0, 14, 30, 0.350, 1.404, 0.004

 
24, 0, 15, 32, 4.310, 1.282, 0.004

 
24, 1, 0, 1, 0.430, 1.371, 0.004

 
24, 1, 1, 3, 0.130, 1.376, 0.004

 
24, 1, 2, 5, 0.430, 1.369, 0.004

 
24, 1, 3, 7, 0.410, 1.368, 0.004

 
24, 1, 4, 9, 0.420, 1.383, 0.004

 
24, 1, 5, 11, 0.450, 1.378, 0.004

 
24, 1, 6, 13, 0.420, 1.377, 0.004

 
24, 1, 7, 15, 0.400, 1.368, 0.004

 
24, 1, 8, 17, 0.440, 1.376, 0.004

 
24, 1, 9, 19, 0.290, 1.364, 0.004

 
24, 1, 10, 21, 0.210, 1.361, 0.004

 
24, 1, 11, 23, 0.250, 1.376, 0.004

 
24, 1, 12, 25, 0.350, 1.373, 0.004

 
24, 1, 13, 27, 0.270, 1.371, 0.004

 
24, 1, 14, 29, 0.290, 1.368, 0.004

 
24, 1, 15, 31, 0.300, 1.366, 0.004

 
25, 0, 0, 2, 0.350, 1.389, 0.004

 
25, 0, 1, 4, 0.380, 1.380, 0.004

 
25, 0, 2, 6, 0.360, 1.391, 0.004

 
25, 0, 3, 8, 0.450, 1.390, 0.004

 
25, 0, 4, 10, 0.360, 1.376, 0.004

 
25, 0, 5, 12, 0.410, 1.376, 0.004

 
25, 0, 6, 14, 0.340, 1.388, 0.004

 
25, 0, 7, 16, 0.400, 1.379, 0.004

 
25, 0, 8, 18, 0.380, 1.388, 0.004

 
25, 0, 9, 20, 0.350, 1.394, 0.004

 
25, 0, 10, 22, 0.390, 1.372, 0.004

 
25, 0, 11, 24, 0.300, 1.404, 0.004

 
25, 0, 12, 26, 0.400, 1.384, 0.004

 
25, 0, 13, 28, 0.320, 1.395, 0.004

 
25, 0, 14, 30, 0.340, 1.391, 0.004

 
25, 0, 15, 32, 4.290, 1.323, 0.004

 
25, 1, 0, 1, 0.420, 1.375, 0.004

 
25, 1, 1, 3, 0.110, 1.376, 0.004

 
25, 1, 2, 5, 0.440, 1.365, 0.004

 
25, 1, 3, 7, 0.400, 1.359, 0.004

 
25, 1, 4, 9, 0.430, 1.378, 0.004

 
25, 1, 5, 11, 0.450, 1.372, 0.004

 
25, 1, 6, 13, 0.410, 1.362, 0.004

 
25, 1, 7, 15, 0.390, 1.383, 0.004

 
25, 1, 8, 17, 0.440, 1.369, 0.004

 
25, 1, 9, 19, 0.240, 1.368, 0.004

 
25, 1, 10, 21, 0.200, 1.360, 0.004

 
25, 1, 11, 23, 0.250, 1.373, 0.004

 
25, 1, 12, 25, 0.320, 1.381, 0.004

 
25, 1, 13, 27, 0.270, 1.366, 0.004

 
25, 1, 14, 29, 0.290, 1.375, 0.004

 
25, 1, 15, 31, 0.300, 1.364, 0.004

 
26, 0, 0, 2, 0.360, 1.371, 0.004

 
26, 0, 1, 4, 0.390, 1.375, 0.004

 
26, 0, 2, 6, 0.350, 1.366, 0.004

 
26, 0, 3, 8, 0.450, 1.379, 0.004

 
26, 0, 4, 10, 0.370, 1.370, 0.004

 
26, 0, 5, 12, 0.410, 1.376, 0.004

 
26, 0, 6, 14, 0.350, 1.393, 0.004

 
26, 0, 7, 16, 0.400, 1.382, 0.004

 
26, 0, 8, 18, 0.380, 1.388, 0.004

 
26, 0, 9, 20, 0.350, 1.389, 0.004

 
26, 0, 10, 22, 0.380, 1.384, 0.004

 
26, 0, 11, 24, 0.300, 1.397, 0.004

 
26, 0, 12, 26, 0.400, 1.379, 0.004

 
26, 0, 13, 28, 0.320, 1.389, 0.004

 
26, 0, 14, 30, 0.350, 1.394, 0.004

 
26, 0, 15, 32, 4.300, 1.325, 0.004

 
26, 1, 0, 1, 0.440, 1.380, 0.004

 
26, 1, 1, 3, 0.090, 1.375, 0.004

 
26, 1, 2, 5, 0.430, 1.367, 0.004

 
26, 1, 3, 7, 0.410, 1.354, 0.004

 
26, 1, 4, 9, 0.430, 1.381, 0.004

 
26, 1, 5, 11, 0.450, 1.371, 0.004

 
26, 1, 6, 13, 0.410, 1.363, 0.004

 
26, 1, 7, 15, 0.390, 1.378, 0.004

 
26, 1, 8, 17, 0.460, 1.363, 0.004

 
26, 1, 9, 19, 0.250, 1.366, 0.004

 
26, 1, 10, 21, 0.190, 1.366, 0.004

 
26, 1, 11, 23, 0.260, 1.370, 0.004

 
26, 1, 12, 25, 0.310, 1.377, 0.004

 
26, 1, 13, 27, 0.270, 1.372, 0.004

 
26, 1, 14, 29, 0.300, 1.358, 0.004

 
26, 1, 15, 31, 0.310, 1.365, 0.004

 
27, 0, 0, 2, 0.340, 1.394, 0.004

 
27, 0, 1, 4, 0.390, 1.387, 0.004

 
27, 0, 2, 6, 0.360, 1.391, 0.004

 
27, 0, 3, 8, 0.450, 1.379, 0.004

 
27, 0, 4, 10, 0.360, 1.383, 0.004

 
27, 0, 5, 12, 0.410, 1.384, 0.004

 
27, 0, 6, 14, 0.340, 1.382, 0.004

 
27, 0, 7, 16, 0.400, 1.393, 0.004

 
27, 0, 8, 18, 0.370, 1.391, 0.004

 
27, 0, 9, 20, 0.360, 1.396, 0.004

 
27, 0, 10, 22, 0.380, 1.372, 0.004

 
27, 0, 11, 24, 0.300, 1.394, 0.004

 
27, 0, 12, 26, 0.400, 1.376, 0.004

 
27, 0, 13, 28, 0.320, 1.392, 0.004

 
27, 0, 14, 30, 0.360, 1.393, 0.004

 
27, 0, 15, 32, 4.300, 1.330, 0.004

 
27, 1, 0, 1, 0.430, 1.370, 0.004

 
27, 1, 1, 3, 0.160, 1.371, 0.004

 
27, 1, 2, 5, 0.430, 1.362, 0.004

 
27, 1, 3, 7, 0.410, 1.359, 0.004

 
27, 1, 4, 9, 0.420, 1.372, 0.004

 
27, 1, 5, 11, 0.450, 1.377, 0.004

 
27, 1, 6, 13, 0.410, 1.370, 0.004

 
27, 1, 7, 15, 0.390, 1.382, 0.004

 
27, 1, 8, 17, 0.450, 1.379, 0.004

 
27, 1, 9, 19, 0.240, 1.363, 0.004

 
27, 1, 10, 21, 0.160, 1.366, 0.004

 
27, 1, 11, 23, 0.260, 1.377, 0.004

 
27, 1, 12, 25, 0.310, 1.380, 0.004

 
27, 1, 13, 27, 0.280, 1.373, 0.004

 
27, 1, 14, 29, 0.290, 1.371, 0.004

 
27, 1, 15, 31, 0.310, 1.365, 0.004

 
28, 0, 0, 2, 0.340, 1.394, 0.004

 
28, 0, 1, 4, 0.390, 1.388, 0.004

 
28, 0, 2, 6, 0.360, 1.395, 0.004

 
28, 0, 3, 8, 0.440, 1.387, 0.004

 
28, 0, 4, 10, 0.360, 1.368, 0.004

 
28, 0, 5, 12, 0.410, 1.378, 0.004

 
28, 0, 6, 14, 0.350, 1.387, 0.004

 
28, 0, 7, 16, 0.400, 1.391, 0.004

 
28, 0, 8, 18, 0.380, 1.388, 0.004

 
28, 0, 9, 20, 0.340, 1.391, 0.004

 
28, 0, 10, 22, 0.380, 1.380, 0.004

 
28, 0, 11, 24, 0.300, 1.394, 0.004

 
28, 0, 12, 26, 0.400, 1.372, 0.004

 
28, 0, 13, 28, 0.330, 1.385, 0.004

 
28, 0, 14, 30, 0.350, 1.381, 0.004

 
28, 0, 15, 32, 4.270, 1.339, 0.004

 
28, 1, 0, 1, 0.430, 1.378, 0.004

 
28, 1, 1, 3, 0.080, 1.376, 0.004

 
28, 1, 2, 5, 0.440, 1.365, 0.004

 
28, 1, 3, 7, 0.400, 1.352, 0.004

 
28, 1, 4, 9, 0.430, 1.376, 0.004

 
28, 1, 5, 11, 0.450, 1.345, 0.004

 
28, 1, 6, 13, 0.410, 1.377, 0.004

 
28, 1, 7, 15, 0.400, 1.358, 0.004

 
28, 1, 8, 17, 0.450, 1.384, 0.004

 
28, 1, 9, 19, 0.250, 1.363, 0.004

 
28, 1, 10, 21, 0.200, 1.364, 0.004

 
28, 1, 11, 23, 0.250, 1.362, 0.004

 
28, 1, 12, 25, 0.310, 1.374, 0.004

 
28, 1, 13, 27, 0.270, 1.372, 0.004

 
28, 1, 14, 29, 0.290, 1.376, 0.004

 
28, 1, 15, 31, 0.310, 1.362, 0.004

 
29, 0, 0, 2, 0.350, 1.409, 0.004

 
29, 0, 1, 4, 0.380, 1.395, 0.004

 
29, 0, 2, 6, 0.350, 1.387, 0.004

 
29, 0, 3, 8, 0.450, 1.387, 0.004

 
29, 0, 4, 10, 0.360, 1.370, 0.004

 
29, 0, 5, 12, 0.410, 1.366, 0.004

 
29, 0, 6, 14, 0.350, 1.385, 0.004

 
29, 0, 7, 16, 0.400, 1.378, 0.004

 
29, 0, 8, 18, 0.380, 1.388, 0.004

 
29, 0, 9, 20, 0.350, 1.380, 0.004

 
29, 0, 10, 22, 0.370, 1.378, 0.004

 
29, 0, 11, 24, 0.300, 1.390, 0.004

 
29, 0, 12, 26, 0.400, 1.376, 0.004

 
29, 0, 13, 28, 0.330, 1.391, 0.004

 
29, 0, 14, 30, 0.350, 1.386, 0.004

 
29, 0, 15, 32, 4.300, 1.267, 0.004

 
29, 1, 0, 1, 0.430, 1.374, 0.004

 
29, 1, 1, 3, 0.130, 1.376, 0.004

 
29, 1, 2, 5, 0.430, 1.369, 0.004

 
29, 1, 3, 7, 0.400, 1.358, 0.004

 
29, 1, 4, 9, 0.430, 1.389, 0.004

 
29, 1, 5, 11, 0.460, 1.377, 0.004

 
29, 1, 6, 13, 0.410, 1.374, 0.004

 
29, 1, 7, 15, 0.390, 1.377, 0.004

 
29, 1, 8, 17, 0.440, 1.371, 0.004

 
29, 1, 9, 19, 0.240, 1.360, 0.004

 
29, 1, 10, 21, 0.220, 1.367, 0.004

 
29, 1, 11, 23, 0.260, 1.368, 0.004

 
29, 1, 12, 25, 0.270, 1.372, 0.004

 
29, 1, 13, 27, 0.270, 1.369, 0.004

 
29, 1, 14, 29, 0.290, 1.342, 0.004

 
29, 1, 15, 31, 0.310, 1.365, 0.004

 
30, 0, 0, 2, 0.350, 1.386, 0.004

 
30, 0, 1, 4, 0.380, 1.362, 0.004

 
30, 0, 2, 6, 0.360, 1.397, 0.004

 
30, 0, 3, 8, 0.450, 1.379, 0.004

 
30, 0, 4, 10, 0.360, 1.382, 0.004

 
30, 0, 5, 12, 0.410, 1.386, 0.004

 
30, 0, 6, 14, 0.350, 1.386, 0.004

 
30, 0, 7, 16, 0.400, 1.380, 0.004

 
